LoyaltyID,Customer ID,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Population,Total Revenue,Satisfaction Score,Customer Status,Churn Value,Churn Score,Churn Category,Churn Reason
879462,6917-YACBP,Yes,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.75,5496.9,Female,80,No,Yes,No,No,0,Escondido,92027,33.141265,-116.967221,48690,7005.53,3,Stayed,0,70,0,0
762735,5049-MUBWG,No,No,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),75,1908.35,Male,24,Yes,No,No,No,0,Carmel By The Sea,93921,36.554618,-121.922239,2966,3198.21,3,Stayed,0,79,0,0
263220,4223-WOZCM,Yes,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.95,107.1,Male,71,No,Yes,No,No,0,Carmel,93923,36.460611,-121.852507,13121,183.04,5,Joined,0,78,0,0
795492,0769-MURVM,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.7,4575.35,Female,44,No,No,Yes,Yes,2,Carmel Valley,93924,36.414611,-121.6386,6691,4575.35,3,Stayed,0,52,0,0
407104,9253-VIFJQ,No,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),67.05,4309.55,Male,50,No,No,Yes,No,0,Chualar,93925,36.596271,-121.442274,1140,6876.4,3,Stayed,0,52,0,0
343051,7030-FZTFM,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.9,7922.75,Male,31,No,No,Yes,Yes,1,Gonzales,93926,36.52588,-121.396719,9023,11315.79,4,Stayed,0,27,0,0
286530,9741-YLNTD,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,Male,37,No,No,No,No,0,Greenfield,93927,36.248708,-121.386617,14204,782.57,3,Stayed,0,47,0,0
496825,5917-RYRMG,Yes,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,587.7,Male,79,No,Yes,No,No,0,Jolon,93928,35.930782,-121.189757,254,1416.18,4,Stayed,0,78,0,0
468325,5120-ZBLAI,No,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),75.7,3876.2,Female,40,No,No,Yes,No,0,King City,93930,36.220761,-120.980777,14477,4349.7,5,Stayed,0,75,0,0
510912,1194-BHJYC,No,Yes,No,61,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,62.15,3778.85,Male,22,Yes,No,Yes,No,0,Lockwood,93932,35.989792,-121.055933,538,3778.85,3,Stayed,0,59,0,0
131930,3663-MITLP,No,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,1457.25,Female,43,No,No,No,No,0,Marina,93933,36.689582,-121.758398,21759,1709.55,3,Churned,1,85,Dissatisfaction,Lack of self-service on Website
895378,0906-QVPMS,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.15,8349.45,Male,29,Yes,No,Yes,No,0,Monterey,93940,36.362741,-121.869685,32857,10920.57,4,Stayed,0,26,0,0
462174,9025-ZRPVR,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,Male,59,No,No,No,No,0,Pacific Grove,93950,36.618337,-121.926417,15449,633.26,3,Churned,1,78,Attitude,Attitude of support person
299996,1905-OEILC,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,19.5,Female,42,No,No,No,No,0,Pebble Beach,93953,36.587497,-121.944815,4602,39.61,5,Joined,0,33,0,0
291831,7858-GTZSP,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,1066.9,Female,33,No,No,No,No,0,San Lucas,93954,36.125529,-120.864443,521,1401.9,5,Stayed,0,71,0,0
711796,3285-UCQVC,No,No,No,37,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.6,973.55,Female,31,No,No,No,No,0,Seaside,93955,36.625114,-121.823565,38244,973.55,2,Churned,1,82,Other,Don't know
895085,6248-BSHKG,No,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,1226.45,Male,42,No,No,Yes,Yes,3,Soledad,93960,36.414216,-121.360597,13003,3147.34,3,Stayed,0,77,0,0
721220,4685-TFLLS,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,342.3,Male,39,No,No,Yes,Yes,3,Spreckels,93962,36.624641,-121.647195,407,1155.54,5,Stayed,0,74,0,0
479872,3470-BTGQO,No,No,Yes,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,985.05,Male,60,No,No,No,Yes,2,Belmont,94002,37.509366,-122.306132,25566,1396.02,4,Stayed,0,39,0,0
698881,1209-VFFOC,No,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,56.4,3948.45,Male,47,No,No,Yes,Yes,2,Brisbane,94005,37.684694,-122.40712,3635,3948.45,3,Stayed,0,59,0,0
384624,8224-DWCKX,Yes,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.3,828.05,Male,78,No,Yes,No,No,0,Burlingame,94010,37.57028,-122.365778,40346,1348.85,4,Stayed,0,38,0,0
317094,5482-PLVPE,Yes,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,41.85,Female,79,No,Yes,No,No,0,Daly City,94014,37.691561,-122.445202,47453,41.85,1,Churned,1,72,Competitor,Competitor had better devices
617421,4553-DVPZG,No,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,6164.7,Female,30,No,No,Yes,No,0,Daly City,94015,37.680844,-122.48131,63337,7098.42,5,Stayed,0,77,0,0
768368,4902-OHLSK,Yes,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.65,2862.75,Female,76,No,Yes,No,No,0,Half Moon Bay,94019,37.45567,-122.407992,17929,3471.17,1,Churned,1,93,Attitude,Attitude of support person
563154,6917-IAYHD,No,No,Yes,1,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,33.6,33.6,Male,44,No,No,No,Yes,1,La Honda,94020,37.285677,-122.224165,1622,83.6,5,Joined,0,27,0,0
860133,0495-ZBNGW,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,Male,78,No,Yes,Yes,No,0,Loma Mar,94021,37.266388,-122.26308,148,397.25,2,Churned,1,90,Competitor,Competitor offered more data
429475,8620-RJPZN,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.7,20.7,Female,27,Yes,No,No,No,0,Los Altos,94022,37.349546,-122.134356,18486,66.56,5,Joined,0,68,0,0
770343,7572-KPVKK,No,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5,Male,44,No,No,No,Yes,1,Los Altos,94024,37.352911,-122.093002,21496,7686.04,4,Stayed,0,33,0,0
705963,2642-MAWLJ,No,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,717.95,Female,26,Yes,No,Yes,Yes,2,Menlo Park,94025,37.449551,-122.183762,39062,2248.31,5,Stayed,0,57,0,0
219020,2357-COQEK,Yes,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,Female,79,No,Yes,No,No,0,Atherton,94027,37.454924,-122.203168,6876,3678.57,2,Churned,1,78,Competitor,Competitor made better offer
735263,7103-ZGVNT,No,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),73.7,4885.85,Female,59,No,No,Yes,Yes,3,Portola Valley,94028,37.369709,-122.215844,6601,5426.81,4,Stayed,0,78,0,0
782201,3737-GCSPV,No,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,Female,60,No,No,Yes,No,0,Millbrae,94030,37.601248,-122.403099,20350,1517.73,1,Churned,1,92,Competitor,Competitor had better devices
617172,2027-WKXMW,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.75,6871.7,Female,49,No,No,Yes,No,0,Montara,94037,37.540582,-122.509594,2346,8155.01,5,Stayed,0,20,0,0
701792,7137-NAXML,No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,405.6,Male,63,No,No,No,No,0,Moss Beach,94038,37.515556,-122.502311,3064,1012.11,4,Stayed,0,63,0,0
236329,2428-ZMCTB,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,208.25,Male,24,Yes,No,No,No,0,Mountain View,94040,37.380662,-122.086022,32143,411.15,3,Stayed,0,62,0,0
241069,2961-VNFKL,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.95,1801.9,Female,42,No,No,Yes,No,0,Mountain View,94041,37.388349,-122.075299,13483,3556.31,5,Stayed,0,23,0,0
990938,1768-HNVGJ,Yes,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.05,3062.45,Female,80,No,Yes,No,No,0,Mountain View,94043,37.419725,-122.062947,27822,3893.15,3,Stayed,0,43,0,0
100604,6963-KQYQB,No,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.05,1764.75,Female,24,Yes,No,Yes,Yes,2,Pacifica,94044,37.573633,-122.455167,38885,2063.65,5,Stayed,0,32,0,0
211844,5934-RMPOV,No,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,1816.75,Female,32,No,No,No,Yes,2,Pescadero,94060,37.22565,-122.297533,2055,2558.81,3,Stayed,0,79,0,0
737770,1207-BLKSA,No,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.05,1255.1,Female,42,No,No,Yes,Yes,2,Redwood City,94061,37.461251,-122.235414,35737,2254.02,3,Stayed,0,34,0,0
738235,4088-YLDSU,No,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,Male,21,Yes,No,Yes,No,0,Redwood City,94062,37.410567,-122.297152,25569,6326.6,1,Churned,1,86,Competitor,Competitor had better devices
715817,8316-BBQAY,No,No,No,65,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.95,3921.1,Female,45,No,No,No,No,0,Redwood City,94063,37.499411,-122.196318,32368,3921.1,3,Stayed,0,74,0,0
951790,1166-PQLGG,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,1463.45,Female,58,No,No,Yes,Yes,1,Redwood City,94065,37.527497,-122.230941,10658,2711.21,3,Stayed,0,68,0,0
242193,3146-JTQHR,No,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.6,189.45,Male,23,Yes,No,Yes,No,0,San Bruno,94066,37.624436,-122.430661,39566,582.95,5,Stayed,0,57,0,0
443691,4291-YZODP,No,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,96.8,Female,56,No,No,No,Yes,3,San Carlos,94070,37.497915,-122.267361,28098,444.42,5,Stayed,0,62,0,0
996480,4395-PZMSN,Yes,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.55,408.5,Male,67,No,Yes,No,No,0,San Gregorio,94074,37.331762,-122.341444,291,500.4,4,Stayed,0,48,0,0
744860,6427-FEFIG,No,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),78.6,1846.65,Female,63,No,No,Yes,Yes,3,South San Francisco,94080,37.654436,-122.426468,60599,2360.97,4,Stayed,0,30,0,0
709605,0017-IUDMW,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.8,8456.75,Female,25,Yes,No,Yes,Yes,2,Sunnyvale,94086,37.378541,-122.020456,64010,9609.47,3,Stayed,0,52,0,0
839347,8706-HRADD,No,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.55,1011.5,Male,29,Yes,No,No,No,0,Sunnyvale,94087,37.3511,-122.037311,50070,1011.5,4,Stayed,0,63,0,0
126141,9955-QOPOY,No,Yes,No,69,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.8,4263.4,Male,23,Yes,No,Yes,No,0,Sunnyvale,94089,37.421633,-122.009613,16985,4263.4,4,Stayed,0,63,0,0
599590,4385-ZKVNW,No,Yes,Yes,44,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.9,2549.1,Male,58,No,No,Yes,Yes,3,San Francisco,94102,37.7795,-122.419233,28998,4726.86,4,Stayed,0,21,0,0
106601,5446-DKWYW,Yes,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,65.2,3965.05,Female,74,No,Yes,Yes,Yes,1,San Francisco,94103,37.773147,-122.411287,23036,6362.96,4,Stayed,0,30,0,0
229202,2034-CGRHZ,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,Male,73,No,Yes,No,No,0,San Francisco,94104,37.791222,-122.402241,384,2574.22,3,Churned,1,66,Attitude,Attitude of support person
577322,5797-APWZC,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,Female,41,No,No,No,No,0,San Francisco,94105,37.789168,-122.395009,2066,122.28,1,Churned,1,92,Competitor,Competitor offered higher download speeds
894878,3683-QKIUE,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,Female,51,No,No,No,No,0,San Francisco,94107,37.768881,-122.395521,17372,419.51,2,Churned,1,88,Competitor,Competitor offered higher download speeds
941871,4228-ZGYUW,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Male,42,No,No,No,No,0,San Francisco,94108,37.791998,-122.408653,13723,447.06,3,Churned,1,91,Competitor,Competitor offered more data
719788,9031-ZVQPT,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.2,7840.6,Male,21,Yes,No,Yes,No,0,San Francisco,94109,37.794487,-122.42227,56330,8862.28,4,Stayed,0,57,0,0
698843,2990-IAJSV,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92,6632.75,Male,55,No,No,No,No,0,San Francisco,94110,37.750021,-122.415201,74641,9902.27,3,Stayed,0,68,0,0
820406,8107-KNCIM,Yes,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,1013.35,Male,73,No,Yes,Yes,No,0,San Francisco,94111,37.801776,-122.402293,3337,1649.79,4,Stayed,0,66,0,0
933552,9027-YFHQJ,No,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.05,152.95,Male,26,Yes,No,No,No,0,San Francisco,94112,37.720498,-122.443119,73117,468.86,5,Stayed,0,54,0,0
265744,5176-LDKUH,No,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,75.15,3772.65,Female,64,No,No,No,No,0,San Francisco,94114,37.758085,-122.434801,30587,5753.13,4,Stayed,0,75,0,0
462802,4644-OBGFZ,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,1026.35,Male,43,No,No,Yes,Yes,3,San Francisco,94115,37.786031,-122.437301,33122,3019,4,Stayed,0,64,0,0
571406,7926-IJOOU,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.3,19.3,Male,50,No,No,No,No,0,San Francisco,94116,37.74441,-122.486764,42959,35.66,5,Joined,0,47,0,0
536766,6480-YAGIY,No,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),112.2,5031.85,Male,57,No,No,No,No,0,San Francisco,94117,37.770533,-122.445121,38756,6324.25,3,Stayed,0,74,0,0
466892,4029-HPFVY,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.3,220.4,Male,35,No,No,No,No,0,San Francisco,94118,37.781304,-122.461522,38955,249.62,4,Joined,0,67,0,0
679437,7602-DBTOU,No,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,1416.5,Female,46,No,No,Yes,No,0,San Francisco,94121,37.776718,-122.495781,42476,4102.43,4,Stayed,0,20,0,0
500911,5345-BMKWB,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,158.35,Male,29,Yes,No,Yes,No,0,San Francisco,94122,37.760412,-122.484966,55504,198.19,4,Stayed,0,24,0,0
592623,3519-ZKXGG,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Female,61,No,No,Yes,No,0,San Francisco,94123,37.800254,-122.436975,22920,389.62,2,Churned,1,79,Competitor,Competitor offered more data
898229,5457-COLHT,No,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.65,5542.55,Male,48,No,No,Yes,Yes,3,San Francisco,94124,37.731505,-122.384532,33177,8327.39,3,Stayed,0,41,0,0
400688,6416-TVAIH,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,Male,39,No,No,Yes,No,0,San Francisco,94127,37.736535,-122.45732,20643,99.12,3,Churned,1,89,Competitor,Competitor offered more data
829196,5451-YHYPW,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8443.7,Female,75,No,Yes,Yes,No,0,San Francisco,94129,37.797526,-122.464531,2240,11795.78,3,Stayed,0,50,0,0
367511,5108-ADXWO,No,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,791.75,Male,30,No,No,No,No,0,San Francisco,94130,37.820894,-122.369725,1458,1219.43,1,Churned,1,75,Competitor,Competitor made better offer
817409,7998-WNZEM,No,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,Male,51,No,No,No,No,0,San Francisco,94131,37.746699,-122.442833,27906,6579.37,4,Stayed,0,47,0,0
698129,3066-RRJIO,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,Female,29,Yes,No,No,No,0,San Francisco,94132,37.722302,-122.491129,26297,82.99,3,Churned,1,65,Competitor,Competitor made better offer
172838,4664-NJCMS,No,Yes,No,33,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.55,2016.3,Female,52,No,No,Yes,No,0,San Francisco,94133,37.802071,-122.411004,26831,2016.3,3,Stayed,0,68,0,0
187028,0307-BCOPK,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.05,326.65,Female,62,No,No,No,No,0,San Francisco,94134,37.721052,-122.413573,40137,990.81,5,Stayed,0,60,0,0
139394,7629-WFGLW,Yes,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,95.65,5471.75,Female,80,No,Yes,Yes,No,0,Palo Alto,94301,37.444314,-122.149996,16198,6096.84,3,Stayed,0,20,0,0
856469,2542-HYGIQ,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.95,19.95,Female,58,No,No,No,No,0,Palo Alto,94303,37.45809,-122.115398,45499,58.79,5,Joined,0,48,0,0
784597,6715-OFDBP,No,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,346.4,Male,52,No,No,No,No,0,Palo Alto,94304,37.386978,-122.177746,1723,417.7,1,Churned,1,84,Price,Price too high
161229,5016-LIPDW,No,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,1061.6,Male,45,No,No,Yes,Yes,2,Stanford,94305,37.424342,-122.165641,13386,3430.52,5,Stayed,0,53,0,0
772496,6481-LXPWL,No,Yes,Yes,56,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),36.1,1971.5,Male,61,No,No,Yes,Yes,1,Palo Alto,94306,37.416159,-122.131337,24492,2031.5,3,Stayed,0,38,0,0
281655,1567-DSCIC,No,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94,773.65,Male,59,No,No,No,No,0,San Mateo,94401,37.590421,-122.306467,32488,964.77,1,Churned,1,71,Dissatisfaction,Product dissatisfaction
574771,2150-UWTFY,No,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,Female,21,Yes,No,Yes,Yes,3,San Mateo,94402,37.556634,-122.317723,23393,2447.61,1,Churned,1,87,Dissatisfaction,Service dissatisfaction
473743,6124-ACRHJ,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,Female,59,No,No,No,No,0,San Mateo,94403,37.538309,-122.305109,37926,61.03,5,Joined,0,32,0,0
899937,9362-MWODR,No,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,Female,63,No,No,No,Yes,1,San Mateo,94404,37.556094,-122.272437,31882,3265.55,3,Stayed,0,79,0,0
101896,9975-GPKZU,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.75,856.5,Male,62,No,No,Yes,Yes,3,Alameda,94501,37.774633,-122.274434,58555,1209.32,4,Stayed,0,56,0,0
588825,9625-RZFUK,No,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,1275.85,Male,47,No,No,Yes,Yes,1,Alameda,94502,37.724817,-122.224363,13996,1505.8,5,Stayed,0,63,0,0
938719,5153-LXKDT,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.2,7467.5,Male,51,No,No,Yes,Yes,3,Danville,94506,37.791481,-121.903253,19777,8723.46,3,Stayed,0,37,0,0
576572,5161-UBZXI,No,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),106.35,7261.75,Male,38,No,No,Yes,Yes,2,Alamo,94507,37.855717,-121.994813,15187,10221.85,4,Stayed,0,58,0,0
420404,1020-JPQOW,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.55,5116.6,Female,63,No,No,Yes,No,0,Angwin,94508,38.542448,-122.419923,3641,5313.4,4,Stayed,0,63,0,0
511419,7919-ZODZZ,No,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,65.9,660.05,Female,32,No,No,Yes,Yes,2,Antioch,94509,37.980057,-121.801599,90891,1080.05,4,Stayed,0,78,0,0
428276,0565-JUPYD,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),104.5,6590.8,Male,26,Yes,No,No,No,0,Benicia,94510,38.113533,-122.11926,25578,7942.15,4,Stayed,0,43,0,0
481028,6867-ACCZI,No,Yes,Yes,24,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,52.5,1208.15,Female,34,No,No,Yes,Yes,3,Bethel Island,94511,38.050558,-121.646924,2379,1208.15,3,Stayed,0,47,0,0
140544,5939-XAIXZ,No,No,No,19,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.1,1033.9,Female,54,No,No,No,No,0,Birds Landing,94512,38.140719,-121.838298,138,1734.62,3,Stayed,0,27,0,0
713423,9054-FOWNV,No,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.75,1885.15,Male,53,No,No,Yes,Yes,3,Brentwood,94513,37.908242,-121.682472,26577,2135.73,4,Stayed,0,48,0,0
397706,2683-BPJSO,No,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,Male,37,No,No,Yes,No,0,Byron,94514,37.83323,-121.601461,10153,3289.83,1,Churned,1,91,Dissatisfaction,Lack of self-service on Website
142206,2157-MXBJS,No,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,Male,20,Yes,No,Yes,No,0,Calistoga,94515,38.629618,-122.593216,7384,1525.31,3,Churned,1,89,Dissatisfaction,Network reliability
